"praatword","word","chapter","section","section_time_onset","section_time_offset","whole_time_onset","whole_time_offset","subtl freq",,"new-disc-stack-lc","new-disc-stack-lc-rev","new-disc-stack-bu","new-disc-stack-bu-rev","new-disc-pred-td","new-disc-pred-td-rev","new-disc-changed-lc","new-disc-changed-lc-rev","new-disc-changed-bu","new-disc-changed-bu-rev","new-disc-changed-td","new-disc-changed-td-rev","new-disc-old-lc","new-disc-old-rev","new-disc-old-td","new-disc-old-bu","new-disc-filler-gap","new-disc-filler-gap-only-filler","new-disc-filler-gap-only-gap","new-disc-filler-gap-only-rule-1","new-disc-filler-gap-only-rule-2","new-disc-filler-gap-only-rule-3","new-disc-filler-gap-only-rule-4","new-disc-filler-gap-only-rule-5","new-disc-filler-gap-only-rule-6","new-disc-filler-gap-only-rule-7",,"new-proj-stack-lc","new-proj-stack-lc-rev","new-proj-stack-bu","new-proj-stack-bu-rev","new-proj-pred-td","new-proj-pred-td-rev","new-proj-changed-lc","new-proj-changed-lc-rev","new-proj-changed-bu","new-proj-changed-bu-rev","new-proj-changed-td","new-proj-changed-td-rev","new-proj-old-lc","new-proj-old-rev","new-proj-old-td","new-proj-old-bu","new-proj-filler-gap","new-proj-filler-gap-only-filler","new-proj-filler-gap-only-gap","new-proj-filler-gap-only-rule-1","new-proj-filler-gap-only-rule-2","new-proj-filler-gap-only-rule-3","new-proj-filler-gap-only-rule-4","new-proj-filler-gap-only-rule-5","new-proj-filler-gap-only-rule-6","new-proj-filler-gap-only-rule-7"
"at","at",17,6,484.611,484.691,3460.61,3460.69,3217.1,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"my","my",17,6,484.691,484.851,3460.69,3460.85,6762.73,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"planet","planet",17,6,484.851,485.43,3460.85,3461.43,38.73,,1,1,1,1,0,0,4,3,4,3,4,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,4,3,4,3,4,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"it","it",17,6,485.854,486.009,3461.85,3462.01,18896.31,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"s","is",17,6,486.009,486.089,3462.01,3462.09,20731.39,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"right","right",17,6,486.089,486.349,3462.09,3462.35,4008.39,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"there","there",17,6,486.349,486.669,3462.35,3462.67,4348.12,,1,1,3,1,1,0,4,4,2,4,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,1,1,0,4,4,2,4,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"above","above",17,6,486.669,486.969,3462.67,3462.97,48.88,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"us","us",17,6,486.969,487.273,3462.97,3463.27,1695.65,,1,1,1,1,0,0,5,2,5,2,5,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,2,5,2,5,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"but","but",17,6,487.578,487.693,3463.58,3463.69,4417.47,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"it","it",17,6,487.693,487.843,3463.69,3463.84,18896.31,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"s","is",17,6,487.843,488.013,3463.84,3464.01,20731.39,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"so","so",17,6,488.013,488.133,3464.01,3464.13,4244.16,,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"far","far",17,6,488.133,488.493,3464.13,3464.49,220.76,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"away","away",17,6,488.493,488.982,3464.49,3464.98,730.9,,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"it","it",17,6,489.85,490.005,3465.85,3466.01,18896.31,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"is","is",17,6,490.005,490.185,3466.01,3466.18,9013,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"beautiful","beautiful",17,6,490.185,490.705,3466.18,3466.7,279.73,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"said","said",17,6,491.059,491.254,3467.06,3467.25,1108.45,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,491.254,491.334,3467.25,3467.33,29449.18,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"snake","snake",17,6,491.334,491.789,3467.33,3467.79,22.35,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"what","what",17,6,492.158,492.623,3468.16,3468.62,9842.45,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"has","has",17,6,492.623,492.833,3468.62,3468.83,1133.92,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"brought","brought",17,6,492.833,493.143,3468.83,3469.14,172.27,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,1,0,1,0,1,0,0,0,0,0,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"you","you",17,6,493.143,493.253,3469.14,3469.25,41857.12,,1,1,3,1,1,0,4,4,2,4,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,1,1,0,4,4,2,4,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"here","here",17,6,493.253,493.627,3469.25,3469.63,4525.25,,1,1,1,1,0,0,4,1,4,1,4,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,4,1,4,1,4,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"i","i",17,6,494.605,494.65,3470.61,3470.65,39971.16,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"ve","have",17,6,494.65,494.78,3470.65,3470.78,6161.41,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"been","been",17,6,494.78,494.89,3470.78,3470.89,1736.73,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"having","having",17,6,494.89,495.24,3470.89,3471.24,289.25,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"some","some",17,6,495.24,495.52,3471.24,3471.52,1727.24,,2,1,5,5,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,5,5,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"trouble","trouble",17,6,495.52,495.85,3471.52,3471.85,223.55,,1,1,5,1,1,1,4,7,2,6,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,5,1,1,1,4,7,2,6,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"with","with",17,6,495.85,496.01,3471.85,3472.01,5048.33,,1,1,6,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",17,6,496.01,496.04,3472.01,3472.04,20415.27,,1,1,7,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"flower","flower",17,6,496.04,496.565,3472.04,3472.57,22.76,,1,1,1,1,1,1,9,3,8,3,8,3,1,1,0,7,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,9,3,8,3,8,3,1,1,0,7,0,0,0,0,0,0,0,0,0,0
"said","said",17,6,496.799,496.994,3472.8,3472.99,1108.45,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,496.994,497.074,3472.99,3473.07,29449.18,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"little","little",17,6,497.074,497.334,3473.07,3473.33,1446.39,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"prince","prince",17,6,497.334,497.814,3473.33,3473.81,45.08,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ah","ah",17,6,498.472,499.172,3474.47,3475.17,206.57,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"said","said",17,6,499.371,499.606,3475.37,3475.61,1108.45,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,499.606,499.686,3475.61,3475.69,29449.18,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"snake","snake",17,6,499.686,500.166,3475.69,3476.17,22.35,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"and","and",17,6,500.715,500.88,3476.72,3476.88,13387.84,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"they","they",17,6,500.88,500.98,3476.88,3476.98,4102.94,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"were","were",17,6,500.98,501.08,3476.98,3477.08,1662.82,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"silent","silent",17,6,501.08,501.68,3477.08,3477.68,23,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"where","where",17,6,503.176,503.291,3479.18,3479.29,1830.22,,1,1,1,1,1,1,2,2,1,1,6,5,1,1,5,0,1,1,0,0,1,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,5,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"are","are",17,6,503.291,503.411,3479.29,3479.41,5209.25,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,503.411,503.531,3479.41,3479.53,29449.18,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"men","men",17,6,503.531,503.976,3479.53,3479.98,372.76,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"asked","asked",17,6,504.32,504.615,3480.32,3480.61,216.25,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,504.615,504.695,3480.61,3480.7,29449.18,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"little","little",17,6,504.695,504.925,3480.7,3480.93,1446.39,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"prince","prince",17,6,504.925,505.305,3480.93,3481.3,45.08,,1,1,1,1,1,0,4,3,3,3,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,4,3,3,3,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"at","at",17,6,505.305,505.425,3481.3,3481.43,3217.1,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"last","last",17,6,505.425,505.845,3481.43,3481.85,723.1,,1,1,1,1,0,0,3,2,3,2,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,2,3,2,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"it","it",17,6,506.094,506.479,3482.09,3482.48,18896.31,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"s","is",17,6,506.479,506.519,3482.48,3482.52,20731.39,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"a","a",17,6,506.519,506.589,3482.52,3482.59,20415.27,,3,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,3,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"bit","bit",17,6,506.589,506.879,3482.59,3482.88,235.04,,2,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"lonely","lonely",17,6,506.879,507.269,3482.88,3483.27,41.67,,1,1,2,1,1,0,5,4,3,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,5,4,3,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"in","in",17,6,507.269,507.469,3483.27,3483.47,9773.41,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,507.469,507.539,3483.47,3483.54,29449.18,,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"desert","desert",17,6,507.539,508.088,3483.54,3484.09,27.98,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"it","it",17,6,509.046,509.171,3485.05,3485.17,18896.31,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"is","is",17,6,509.171,509.391,3485.17,3485.39,9013,,2,1,2,2,1,1,2,3,1,1,5,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,5,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"also","also",17,6,509.391,509.851,3485.39,3485.85,206.43,,2,1,2,2,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"lonely","lonely",17,6,509.851,510.331,3485.85,3486.33,41.67,,1,1,2,1,1,1,4,4,2,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,1,4,4,2,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"amongst","amongst",17,6,510.331,510.781,3486.33,3486.78,7.14,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"men","men",17,6,510.781,511.121,3486.78,3487.12,372.76,,1,1,1,1,1,1,5,2,4,2,4,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,5,2,4,2,4,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,511.355,511.42,3487.36,3487.42,29449.18,,2,2,2,2,1,1,2,2,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"snake","snake",17,6,511.42,511.8,3487.42,3487.8,22.35,,1,1,2,2,1,1,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"said","said",17,6,511.8,512.145,3487.8,3488.14,1108.45,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,513.282,513.407,3489.28,3489.41,29449.18,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"little","little",17,6,513.407,513.627,3489.41,3489.63,1446.39,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"prince","prince",17,6,513.627,514.107,3489.63,3490.11,45.08,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"gazed","gazed",17,6,514.107,514.457,3490.11,3490.46,0.45,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"at","at",17,6,514.457,514.557,3490.46,3490.56,3217.1,,2,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"him","him",17,6,514.557,514.737,3490.56,3490.74,3484.51,,1,1,2,1,1,0,5,4,3,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,5,4,3,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"for","for",17,6,514.737,515.067,3490.74,3491.07,6895.1,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",17,6,515.067,515.097,3491.07,3491.1,20415.27,,2,2,4,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"long","long",17,6,515.097,515.287,3491.1,3491.29,675.16,,1,1,4,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,4,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"time","time",17,6,515.287,515.757,3491.29,3491.76,1958.63,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"you","you",17,6,516.61,516.725,3492.61,3492.72,41857.12,,1,1,1,1,1,1,2,2,1,1,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"re","are",17,6,516.725,516.785,3492.72,3492.78,6099.45,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",17,6,516.785,516.815,3492.78,3492.82,20415.27,,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"funny","funny",17,6,516.815,517.265,3492.82,3493.26,218.18,,2,2,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"animal","animal",17,6,517.265,517.76,3493.26,3493.76,45.49,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"he","he",17,6,518.034,518.119,3494.03,3494.12,7637.2,,2,2,4,4,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"said","said",17,6,518.119,518.369,3494.12,3494.37,1108.45,,2,2,5,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"finally","finally",17,6,518.369,518.949,3494.37,3494.95,117.43,,1,1,6,6,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"as","as",17,6,519.273,519.668,3495.27,3495.67,2217.02,,2,1,7,7,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"thin","thin",17,6,519.668,520.048,3495.67,3496.05,20.18,,1,1,7,1,1,0,4,8,2,8,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,4,3,2,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"as","as",17,6,520.048,520.248,3496.05,3496.25,2217.02,,1,1,8,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
